"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 20 04:06:57 GMT 2022","Sat Aug 20 04:07:07 GMT 2022","10912","","Customer search","","Customer search","E2E_TC001: Search external customers","E2E_TC001: Search external customers",""
