"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 19 11:36:30 GMT 2022","Fri Aug 19 11:36:30 GMT 2022","160","","Customer search","","Customer search","E2E_TC001: Search external customers","E2E_TC001: Search external customers",""
